shipment_id,origin_country,origin_city,destination_country,destination_city,actual_ship,actual_delivery,weight,weight_uq,volume,volume_uq,vessel,flight_voyage,actual_transit_days,all_modes_goal_transit_days,delay_diff_days,distance_km,leadtime_expected_days,ship_year,ship_month,ship_week,ship_dow,average_distance_per_day,origin_temp_mean,origin_temp_max,origin_temp_min,origin_precip_mm,origin_rained,dest_temp_mean,dest_temp_max,dest_temp_min,dest_precip_mm,dest_rained
AF2442028462,ZA,JNB,ZM,KIW,2025-08-02,2025-08-08,2260.0,KG,7.04,M3,4 TONNER,ROAD,6,6,0,1930,5,2025,8,31,Saturday,386.0,22.936363636363637,25.7,16.4,0.0,False,25.418181818181814,28.4,18.1,0.0,False
AF2442028462,ZA,JNB,ZM,KIW,2025-08-28,2025-09-03,583.0,KG,0.76,M3,8 TONNER,ROAD,6,6,0,1930,5,2025,8,35,Thursday,386.0,11.61818181818182,14.8,4.9,0.0,False,24.44545454545454,27.8,15.5,0.0,False
AF2442028462,ZA,JNB,ZM,KIW,2025-08-28,2025-09-03,583.0,KG,0.76,M3,8 TONNER,ROAD,6,6,0,1930,5,2025,8,35,Thursday,386.0,22.936363636363637,25.7,16.4,0.0,False,25.418181818181814,28.4,18.1,0.0,False
AF2442028464,ZA,JNB,ZM,KIW,2025-08-02,2025-08-08,14922.0,KG,13.86,M3,4 TONNER,ROAD,6,6,0,1930,5,2025,8,31,Saturday,386.0,11.61818181818182,14.8,4.9,0.0,False,24.44545454545454,27.8,15.5,0.0,False
AF2442028466,ZA,JNB,TZ,DAR,2025-08-02,2025-08-12,560.0,KG,1.98,M3,4 TONNER,ROAD,10,10,0,3533,8,2025,8,31,Saturday,441.625,11.61818181818182,14.8,4.9,0.0,False,27.58181818181818,29.4,23.0,0.0,False
AF2442028470,ZA,JNB,TZ,DAR,2025-08-02,2025-08-12,121.0,KG,0.36,M3,4 TONNER,ROAD,10,10,0,3533,8,2025,8,31,Saturday,441.625,11.61818181818182,14.8,4.9,0.0,False,27.58181818181818,29.4,23.0,0.0,False
AF2442028471,ZA,JNB,TZ,MWZ,2025-08-02,2025-08-12,680.0,KG,1.39,M3,4 TONNER,ROAD,10,10,0,3610,8,2025,8,31,Saturday,451.25,11.61818181818182,14.8,4.9,0.0,False,24.73636363636364,27.0,20.8,0.5,True
AF2442028478,ZA,JNB,ZW,HRE,2025-08-31,2025-09-04,1650.0,KG,1.96,M3,4 TONNER,ROAD,4,4,0,1123,3,2025,8,35,Sunday,374.3333333333333,24.0,26.6,17.6,0.0,False,27.09090909090909,29.9,20.9,0.0,False
AF2442028484,ZA,JNB,ZW,NGE,2025-09-01,2025-09-03,1689.0,KG,10.06,M3,4 TONNER,ROAD,2,2,0,794,2,2025,9,36,Monday,397.0,25.227272727272727,27.7,19.5,0.0,False,20.390909090909087,22.3,18.3,5.8999999999999995,True
AF2442028484,ZA,JNB,ZW,NGE,2025-09-01,2025-09-03,1689.0,KG,10.06,M3,4 TONNER,ROAD,2,2,0,794,2,2025,9,36,Monday,397.0,25.227272727272727,27.7,19.5,0.0,False,25.42727272727273,28.0,19.8,0.0,False
AF2442028484,ZA,JNB,ZW,HRE,2025-09-01,2025-09-05,1059.0,KG,1.16,M3,4 TONNER,ROAD,4,4,0,1123,3,2025,9,36,Monday,374.3333333333333,25.227272727272727,27.7,19.5,0.0,False,20.390909090909087,22.3,18.3,5.8999999999999995,True
AF2442028484,ZA,JNB,ZW,HRE,2025-09-01,2025-09-05,1059.0,KG,1.16,M3,4 TONNER,ROAD,4,4,0,1123,3,2025,9,36,Monday,374.3333333333333,25.227272727272727,27.7,19.5,0.0,False,25.42727272727273,28.0,19.8,0.0,False
AF2442028488,ZA,JNB,ZM,KIW,2025-09-01,2025-09-07,2358.0,KG,6.54,M3,4 TONNER,ROAD,6,6,0,1930,5,2025,9,36,Monday,386.0,25.227272727272727,27.7,19.5,0.0,False,28.61818181818182,31.7,20.6,0.0,False
AF2442028490,ZA,JNB,ZM,KIW,2025-09-01,2025-09-07,785.0,KG,0.66,M3,4 TONNER,ROAD,6,6,0,1930,5,2025,9,36,Monday,386.0,25.227272727272727,27.7,19.5,0.0,False,28.61818181818182,31.7,20.6,0.0,False
AF2442028495,ZA,JNB,ZW,HRE,2025-08-10,2025-08-14,227.0,KG,2.03,M3,8 TONNER,ROAD,4,4,0,1123,3,2025,8,32,Sunday,374.3333333333333,14.563636363636364,18.7,8.8,0.0,False,20.036363636363635,22.6,13.7,0.0,False
AF2442028497,ZA,JNB,ZW,HRE,2025-08-10,2025-08-14,290.0,KG,0.12,M3,8 TONNER,ROAD,4,4,0,1123,3,2025,8,32,Sunday,374.3333333333333,14.563636363636364,18.7,8.8,0.0,False,20.036363636363635,22.6,13.7,0.0,False
AF2442028541,ZA,JNB,ZW,HRE,2025-09-15,2025-09-19,4150.0,KG,15.9,M3,8 TONNER,ROAD,4,4,0,1123,3,2025,9,38,Monday,374.3333333333333,21.327272727272728,23.9,15.1,0.0,False,27.16363636363636,29.6,22.3,0.0,False
AF2442028542,ZA,JNB,ZW,HRE,2025-09-15,2025-09-19,497.0,KG,0.68,M3,8 TONNER,ROAD,4,4,0,1123,3,2025,9,38,Monday,374.3333333333333,21.327272727272728,23.9,15.1,0.0,False,27.16363636363636,29.6,22.3,0.0,False
AF2442028548,ZA,JNB,ZW,SGW,2025-09-19,2025-09-23,1.0,KG,0.0,M3,4 TONNER,ROAD,4,4,0,958,3,2025,9,38,Friday,319.3333333333333,24.263636363636365,27.0,16.3,0.0,False,10.672727272727272,11.4,9.7,0.4,True
AF2442028549,ZA,JNB,ZW,SGW,2025-09-19,2025-09-23,1087.0,KG,1.34,M3,4 TONNER,ROAD,4,4,0,958,3,2025,9,38,Friday,319.3333333333333,24.263636363636365,27.0,16.3,0.0,False,10.672727272727272,11.4,9.7,0.4,True
AF2442029642,ZA,JNB,ZM,LUN,2024-07-26,2024-07-31,5004.0,KG,3.0,M3,8 TONNER,ROAD,5,5,0,1571,4,2024,7,30,Friday,392.75,14.681818181818183,18.2,6.8,0.0,False,24.027272727272727,27.1,17.2,0.0,False
AF2442029672,ZA,JNB,ZM,LUN,2024-07-26,2024-07-31,8939.0,KG,4.0,M3,12 TONNER,ROAD,5,5,0,1571,4,2024,7,30,Friday,392.75,14.681818181818183,18.2,6.8,0.0,False,24.027272727272727,27.1,17.2,0.0,False
AF2442029717,ZA,JNB,ZM,KIW,2024-08-15,2024-08-21,353.0,KG,1.0,M3,4 TONNER,ROAD,6,6,0,1930,5,2024,8,33,Thursday,386.0,16.845454545454544,20.9,8.0,0.0,False,24.318181818181813,27.0,17.2,0.0,False
AF2442029744,ZA,JNB,ZM,KIW,2024-08-15,2024-08-21,1844.0,KG,2.0,M3,4 TONNER,ROAD,6,6,0,1930,5,2024,8,33,Thursday,386.0,16.845454545454544,20.9,8.0,0.0,False,24.318181818181813,27.0,17.2,0.0,False
AF2442029748,ZA,JNB,ZM,LUN,2024-08-21,2024-08-28,2413.0,KG,3.0,M3,4 TONNER,ROAD,7,5,2,1571,4,2024,8,34,Wednesday,392.75,21.21818181818182,24.5,13.7,0.0,False,27.53636363636364,30.3,22.0,0.0,False
AF2442029760,ZA,JNB,ZM,LUN,2024-08-21,2024-08-26,82.0,KG,1.0,M3,1 TONNER,ROAD,5,5,0,1571,4,2024,8,34,Wednesday,392.75,21.21818181818182,24.5,13.7,0.0,False,23.981818181818184,27.0,17.8,0.0,False
AF2442029764,ZA,JNB,ZM,KIW,2024-08-30,2024-09-05,2669.0,KG,1.0,M3,12 TONNER,ROAD,6,6,0,1930,5,2024,8,35,Friday,386.0,14.445454545454544,17.7,8.4,0.0,False,24.6,28.1,16.5,0.0,False
AF2442029791,ZA,JNB,ZM,KIW,2024-08-30,2024-09-05,2250.0,KG,2.0,M3,12 TONNER,ROAD,6,6,0,1930,5,2024,8,35,Friday,386.0,14.445454545454544,17.7,8.4,0.0,False,24.6,28.1,16.5,0.0,False
AF2442029816,ZA,JNB,ZM,KIW,2024-09-13,2024-09-19,1121.0,KG,1.0,M3,8 TONNER,ROAD,6,6,0,1930,5,2024,9,37,Friday,386.0,26.0,29.4,19.4,0.0,False,30.363636363636363,33.9,22.6,0.0,False
AF2442029828,ZA,JNB,ZM,KIW,2024-09-13,2024-09-19,4033.0,KG,3.0,M3,8 TONNER,ROAD,6,6,0,1930,5,2024,9,37,Friday,386.0,26.0,29.4,19.4,0.0,False,30.363636363636363,33.9,22.6,0.0,False
AF2442029848,ZA,JNB,ZM,KIW,2024-09-18,2024-09-24,10085.0,KG,8.0,M3,12 TONNER,ROAD,6,6,0,1930,5,2024,9,38,Wednesday,386.0,22.918181818181814,26.1,16.4,0.0,False,27.20909090909091,30.6,19.5,0.0,False
AF24OI002406,ZM,LUN,ZA,JNB,2025-03-27,2025-04-01,4512.28,KG,0.0,M3,4 TONNER,ROAD,5,5,0,1571,4,2025,3,13,Thursday,392.75,25.245454545454542,27.6,20.6,0.0,False,18.245454545454542,20.9,15.3,5.1,True
AF24OI002415,CD,FBM,ZA,JNB,2025-04-03,2025-04-10,865.0,KG,0.0,M3,1 TONNER,ROAD,7,7,0,2115,6,2025,4,14,Thursday,352.5,24.345454545454547,26.9,19.5,0.6,True,17.745454545454546,20.4,12.8,0.0,False
AF24OI002416,ZM,LUN,ZA,JNB,2025-04-03,2025-04-08,440.0,KG,0.0,M3,1 TONNER,ROAD,5,5,0,1571,4,2025,4,14,Thursday,392.75,25.42727272727273,27.5,21.4,0.7,True,19.354545454545455,21.4,16.7,0.7,True
AF24OI002426,ZW,HRE,ZA,JNB,2025-04-14,2025-04-18,1327.0,KG,0.0,M3,4 TONNER,ROAD,4,4,0,1123,3,2025,4,16,Monday,374.3333333333333,22.654545454545456,24.9,18.9,1.4,True,13.590909090909092,15.2,11.2,2.7,True
AF24OI002429,ZM,LUN,ZA,JNB,2025-04-25,2025-04-30,10248.91,KG,0.0,M3,8 TONNER,ROAD,5,5,0,1571,4,2025,4,17,Friday,392.75,23.4,25.8,18.2,0.0,False,17.827272727272728,20.0,13.1,0.0,False
AF24OI002444,ZM,LUN,ZA,JNB,2025-04-26,2025-05-01,2803.0,KG,0.0,M3,4 TONNER,ROAD,5,5,0,1571,4,2025,4,17,Saturday,392.75,23.845454545454547,26.3,18.9,0.2,True,16.963636363636365,18.9,12.9,1.6,True
AF24OI002446,ZW,HRE,ZA,JNB,2025-05-11,2025-05-15,388.0,KG,0.0,M3,1 TONNER,ROAD,4,4,0,1123,3,2025,5,19,Sunday,374.3333333333333,24.018181818181816,26.5,19.3,0.0,False,16.645454545454548,19.4,10.8,0.0,False
AF24OI002474,CD,FBM,ZA,JNB,2025-06-05,2025-06-12,1283.0,KG,0.0,M3,4 TONNER,ROAD,7,7,0,2115,6,2025,6,23,Thursday,352.5,22.645454545454548,25.7,15.9,0.0,False,10.790909090909093,13.6,4.8,0.0,False
AF24OI002474,CD,FBM,ZA,JNB,2025-06-05,2025-06-12,1283.0,KG,0.0,M3,4 TONNER,ROAD,7,7,0,2115,6,2025,6,23,Thursday,352.5,22.645454545454548,25.7,15.9,0.0,False,10.790909090909093,13.6,4.8,0.0,False
AF24OI002474,CD,FBM,ZA,JNB,2025-06-05,2025-06-12,1187.0,KG,0.0,M3,4 TONNER,ROAD,7,7,0,2115,6,2025,6,23,Thursday,352.5,22.645454545454548,25.7,15.9,0.0,False,10.790909090909093,13.6,4.8,0.0,False
AF24OI002474,CD,FBM,ZA,JNB,2025-06-05,2025-06-12,1187.0,KG,0.0,M3,4 TONNER,ROAD,7,7,0,2115,6,2025,6,23,Thursday,352.5,22.645454545454548,25.7,15.9,0.0,False,10.790909090909093,13.6,4.8,0.0,False
AF24OI002491,ZM,LUN,ZA,JNB,2025-03-08,2025-03-13,3076.54,KG,0.0,M3,4 TONNER,ROAD,5,5,0,1571,4,2025,3,10,Saturday,392.75,24.46363636363636,26.6,20.9,4.999999999999999,True,18.736363636363635,20.3,15.8,9.6,True
AF24OI002496,ZM,LUN,ZA,JNB,2025-06-15,2025-06-20,12170.0,KG,0.0,M3,12 TONNER,ROAD,5,5,0,1571,4,2025,6,24,Sunday,392.75,17.490909090909092,20.0,12.4,0.0,False,15.672727272727274,17.9,10.2,0.0,False
AF24OI002500,TZ,MWZ,ZA,JNB,2025-06-20,2025-06-30,589.0,KG,0.0,M3,1 TONNER,ROAD,10,10,0,3610,8,2025,6,25,Friday,451.25,22.11818181818182,23.2,20.6,12.1,True,11.88181818181818,14.5,6.0,0.0,False
AF24OI002510,ZM,LUN,ZA,JNB,2025-06-26,2025-07-01,1350.0,KG,0.0,M3,4 TONNER,ROAD,5,5,0,1571,4,2025,6,26,Thursday,392.75,23.536363636363635,27.0,15.9,0.0,False,11.454545454545457,14.0,5.6,0.0,False
AF24OI002515,TZ,DAR,ZA,JNB,2025-06-29,2025-07-12,4156.0,KG,0.0,M3,4 TONNER,ROAD,13,10,3,3533,8,2025,6,26,Sunday,441.625,27.281818181818185,29.2,23.2,1.9,True,15.199999999999996,18.0,7.5,0.0,False
AF24OI002522,,WDH,ZA,JNB,2025-07-07,2025-07-12,682.9,KG,0.0,M3,1 TONNER,ROAD,5,4,1,1378,3,2025,7,28,Monday,459.3333333333333,15.21818181818182,19.3,6.0,0.0,False,15.199999999999996,18.0,7.5,0.0,False
AF24OI002527,CD,FBM,ZA,JNB,2025-07-14,2025-07-21,1054.0,KG,0.0,M3,1 TONNER,ROAD,7,7,0,2115,6,2025,7,29,Monday,352.5,22.154545454545453,25.4,14.1,0.0,False,12.490909090909092,14.7,7.1,0.0,False
AF24OI002529,ZM,LUN,ZA,JNB,2025-07-19,2025-07-25,190.0,KG,0.0,M3,12 TONNER,ROAD,6,5,1,1571,4,2025,7,29,Saturday,392.75,20.21818181818182,22.8,15.3,0.0,False,13.436363636363636,16.2,8.7,0.1,True
AF24OI002589,LS,MSU,ZA,JNB,2025-10-05,2025-10-06,15.0,KG,0.1,M3,1 TONNER,ROAD,1,1,0,410,1,2025,10,40,Sunday,410.0,18.045454545454543,21.9,14.4,6.0,True,20.9,24.1,16.0,0.0,False
SP2442000044,ZA,JNB,CD,FBM,2025-03-29,2025-04-05,6600.0,KG,27.539,M3,8 TONNER,ROAD,7,7,0,2115,6,2025,3,13,Saturday,352.5,19.663636363636364,21.6,14.6,1.1,True,24.127272727272725,26.4,19.2,0.2,True
A1Z347075719,ZA,JNB,ZM,KIW,2022-08-26,2022-09-01,7589.0,KG,1.2445,M3,8 TONNER,ROAD,6,6,0,1930,5,2022,8,34,Friday,386.0,20.80909090909091,23.7,14.1,0.0,False,22.500000000000004,26.2,16.7,0.0,False
A1Z347075746,ZA,JNB,ZM,KIW,2022-08-30,2022-09-05,13246.83,KG,28.0,M3,12 TONNER,ROAD,6,6,0,1930,5,2022,8,35,Tuesday,386.0,19.76363636363636,22.8,13.1,0.1,True,28.418181818181814,31.5,20.0,0.0,False
A1Z347075770,ZA,JNB,ZM,LUN,2022-08-26,2022-08-31,87352.0,KG,380.95,M3,8 TONNER,ROAD,5,5,0,1571,4,2022,8,34,Friday,392.75,20.80909090909091,23.7,14.1,0.0,False,21.60909090909091,24.5,16.2,0.0,False
A1Z347075745,ZA,JNB,ZM,LUN,2022-08-30,2022-09-04,1137.41,KG,5.149,M3,12 TONNER,ROAD,5,5,0,1571,4,2022,8,35,Tuesday,392.75,19.76363636363636,22.8,13.1,0.1,True,25.872727272727275,28.7,19.4,0.0,False
A1Z347075761,ZA,JNB,ZM,LUN,2022-08-30,2022-09-05,12379.68,KG,9.063,M3,12 TONNER,ROAD,6,5,1,1571,4,2022,8,35,Tuesday,392.75,19.76363636363636,22.8,13.1,0.1,True,27.24545454545455,30.4,20.8,0.0,False
A1Z347075767,ZA,JNB,ZM,LUN,2022-09-01,2022-09-06,3979.05,KG,1.2255,M3,4 TONNER,ROAD,5,5,0,1571,4,2022,9,35,Thursday,392.75,15.609090909090911,18.7,8.3,0.0,False,27.29090909090909,30.1,21.6,0.0,False
A1Z347075807,ZA,JNB,ZM,LUN,2022-09-06,2022-09-11,8080.98,KG,9.956,M3,8 TONNER,ROAD,5,5,0,1571,4,2022,9,36,Tuesday,392.75,22.054545454545455,25.8,12.3,0.0,False,26.44545454545454,29.3,20.6,0.0,False
A1Z347075741,ZA,JNB,CD,FBM,2022-08-30,2022-09-06,7427.94,KG,34.0,M3,8 TONNER,ROAD,7,7,0,2115,6,2022,8,35,Tuesday,352.5,19.76363636363636,22.8,13.1,0.1,True,28.5,32.0,20.5,0.0,False
A1Z347075747,ZA,JNB,CD,FBM,2022-08-30,2022-09-06,2391.45,KG,12.0,M3,4 TONNER,ROAD,7,7,0,2115,6,2022,8,35,Tuesday,352.5,19.76363636363636,22.8,13.1,0.1,True,28.5,32.0,20.5,0.0,False
A1Z347075757,ZA,JNB,CD,FBM,2022-09-01,2022-09-08,4105.0,KG,4.0,M3,4 TONNER,ROAD,7,7,0,2115,6,2022,9,35,Thursday,352.5,15.609090909090911,18.7,8.3,0.0,False,26.05454545454545,29.4,18.9,0.0,False
A1Z347075758,ZA,JNB,CD,FBM,2022-09-01,2022-09-08,3381.82,KG,12.692,M3,4 TONNER,ROAD,7,7,0,2115,6,2022,9,35,Thursday,352.5,15.609090909090911,18.7,8.3,0.0,False,26.05454545454545,29.4,18.9,0.0,False
A1Z347075754,ZA,JNB,ZW,HRE,2022-08-31,2022-09-04,4827.0,KG,0.323,M3,4 TONNER,ROAD,4,4,0,1123,3,2022,8,35,Wednesday,374.3333333333333,14.336363636363638,17.6,8.1,0.0,False,24.672727272727276,28.3,17.1,0.0,False
A1Z347075755,ZA,JNB,ZW,HRE,2022-08-31,2022-09-04,418.37,KG,0.9975,M3,4 TONNER,ROAD,4,4,0,1123,3,2022,8,35,Wednesday,374.3333333333333,14.336363636363638,17.6,8.1,0.0,False,24.672727272727276,28.3,17.1,0.0,False
A1Z347075756,ZA,JNB,ZW,HRE,2022-08-31,2022-09-04,990.82,KG,0.9975,M3,4 TONNER,ROAD,4,4,0,1123,3,2022,8,35,Wednesday,374.3333333333333,14.336363636363638,17.6,8.1,0.0,False,24.672727272727276,28.3,17.1,0.0,False
A1Z347075794,ZA,JNB,ZW,HRE,2022-09-03,2022-09-07,1621.05,KG,1.5105,M3,4 TONNER,ROAD,4,4,0,1123,3,2022,9,35,Saturday,374.3333333333333,22.70909090909091,26.3,15.0,0.0,False,20.954545454545453,23.5,15.4,0.0,False
A1Z347075795,ZA,JNB,ZW,HRE,2022-09-03,2022-09-07,418.37,KG,0.6935,M3,4 TONNER,ROAD,4,4,0,1123,3,2022,9,35,Saturday,374.3333333333333,22.70909090909091,26.3,15.0,0.0,False,20.954545454545453,23.5,15.4,0.0,False
A1Z347075808,ZA,JNB,ZW,HRE,2022-09-07,2022-09-11,793.94,KG,4.712,M3,1 TONNER,ROAD,4,4,0,1123,3,2022,9,36,Wednesday,374.3333333333333,18.1,21.2,10.7,0.0,False,24.9,27.8,18.7,0.0,False
A1Z347075777,ZA,JNB,MZ,TET,2022-09-01,2022-09-06,144.45,KG,1.349,M3,4 TONNER,ROAD,5,5,0,1501,4,2022,9,35,Thursday,375.25,15.609090909090911,18.7,8.3,0.0,False,31.90909090909091,35.3,23.8,0.0,False
A1Z347075774,ZA,JNB,MZ,TET,2022-09-01,2022-09-06,28.89,KG,0.1615,M3,4 TONNER,ROAD,5,5,0,1501,4,2022,9,35,Thursday,375.25,15.609090909090911,18.7,8.3,0.0,False,31.90909090909091,35.3,23.8,0.0,False
A1Z347075870,ZA,JNB,ZM,KIW,2022-09-07,2022-09-13,1793.32,KG,4.009,M3,4 TONNER,ROAD,6,6,0,1930,5,2022,9,36,Wednesday,386.0,18.1,21.2,10.7,0.0,False,28.581818181818186,31.4,21.8,0.0,False
A1Z347075871,ZA,JNB,ZM,LUN,2022-09-07,2022-09-12,7517.82,KG,15.3045,M3,8 TONNER,ROAD,5,5,0,1571,4,2022,9,36,Wednesday,392.75,18.1,21.2,10.7,0.0,False,27.490909090909096,30.4,21.8,0.0,False
A1Z347075877,ZA,JNB,MZ,TET,2022-09-08,2022-09-13,799.29,KG,5.6905,M3,1 TONNER,ROAD,5,5,0,1501,4,2022,9,36,Thursday,375.25,20.85454545454546,24.0,12.7,0.0,False,30.50909090909091,33.1,24.7,0.0,False
A1Z347075878,ZA,JNB,CD,FBM,2022-09-10,2022-09-17,734.02,KG,14.7725,M3,1 TONNER,ROAD,7,7,0,2115,6,2022,9,36,Saturday,352.5,24.8,28.1,17.6,0.0,False,27.23636363636364,29.9,20.1,0.0,False
A1Z347075840,ZA,JNB,CD,FBM,2022-09-09,2022-09-16,6527.0,KG,3.9045,M3,4 TONNER,ROAD,7,7,0,2115,6,2022,9,36,Friday,352.5,23.9,27.1,17.3,0.0,False,26.25454545454545,29.3,18.9,0.0,False
A1Z347075847,ZA,JNB,ZW,HRE,2022-09-10,2022-09-15,1526.89,KG,1.482,M3,4 TONNER,ROAD,5,4,1,1123,3,2022,9,36,Saturday,374.3333333333333,24.8,28.1,17.6,0.0,False,21.645454545454548,24.6,15.9,0.0,False
A1Z347075844,ZA,JNB,CD,FBM,2022-09-07,2022-09-14,11095.68,KG,27.0,M3,12 TONNER,ROAD,7,7,0,2115,6,2022,9,36,Wednesday,352.5,18.1,21.2,10.7,0.0,False,25.954545454545453,28.5,20.1,0.0,False
A1Z347075844,ZA,JNB,ZW,HRE,2022-09-10,2022-09-14,246.1,KG,0.1235,M3,4 TONNER,ROAD,4,4,0,1123,3,2022,9,36,Saturday,374.3333333333333,24.8,28.1,17.6,0.0,False,20.963636363636365,23.6,15.3,0.0,False
A1Z347075849,ZA,JNB,CD,FBM,2022-09-09,2022-09-16,2730.64,KG,12.1125,M3,4 TONNER,ROAD,7,7,0,2115,6,2022,9,36,Friday,352.5,23.9,27.1,17.3,0.0,False,26.25454545454545,29.3,18.9,0.0,False
A1Z347075850,ZA,JNB,TZ,DAR,2022-09-10,2022-09-20,2809.82,KG,2.736,M3,4 TONNER,ROAD,10,10,0,3533,8,2022,9,36,Saturday,441.625,24.8,28.1,17.6,0.0,False,27.036363636363635,28.3,25.0,1.8,True
A1Z347075851,ZA,JNB,TZ,DAR,2022-09-10,2022-09-20,3875.26,KG,1.1305,M3,4 TONNER,ROAD,10,10,0,3533,8,2022,9,36,Saturday,441.625,24.8,28.1,17.6,0.0,False,27.036363636363635,28.3,25.0,1.8,True
A1Z347075857,ZA,JNB,ZW,HRE,2022-09-10,2022-09-14,7001.52,KG,3.724,M3,8 TONNER,ROAD,4,4,0,1123,3,2022,9,36,Saturday,374.3333333333333,24.8,28.1,17.6,0.0,False,20.963636363636365,23.6,15.3,0.0,False
A1Z347075854,ZA,JNB,ZW,HRE,2022-09-10,2022-09-14,4306.02,KG,0.684,M3,4 TONNER,ROAD,4,4,0,1123,3,2022,9,36,Saturday,374.3333333333333,24.8,28.1,17.6,0.0,False,20.963636363636365,23.6,15.3,0.0,False
A1Z347075854,ZA,JNB,ZW,HRE,2022-09-10,2022-09-14,3516.02,KG,8.132,M3,4 TONNER,ROAD,4,4,0,1123,3,2022,9,36,Saturday,374.3333333333333,24.8,28.1,17.6,0.0,False,20.963636363636365,23.6,15.3,0.0,False
A1Z347075855,ZA,JNB,MZ,TET,2022-09-10,2022-09-15,20846.37,KG,76.0,M3,20 TONNER,ROAD,5,5,0,1501,4,2022,9,36,Saturday,375.25,24.8,28.1,17.6,0.0,False,27.309090909090912,30.2,22.7,0.0,False
A1Z347075856,ZA,JNB,ZM,LUN,2022-09-10,2022-09-15,986.54,KG,5.7665,M3,4 TONNER,ROAD,5,5,0,1571,4,2022,9,36,Saturday,392.75,24.8,28.1,17.6,0.0,False,22.009090909090904,24.4,16.5,0.0,False
A1Z347075877,ZA,JNB,ZM,KIW,2022-09-13,2022-09-19,4972.29,KG,3.8,M3,8 TONNER,ROAD,6,6,0,1930,5,2022,9,37,Tuesday,386.0,17.536363636363635,20.8,10.6,0.0,False,29.154545454545453,32.5,22.1,0.0,False
A1Z347075874,ZA,JNB,ZM,LUN,2022-09-13,2022-09-18,3097.65,KG,15.6275,M3,8 TONNER,ROAD,5,5,0,1571,4,2022,9,37,Tuesday,392.75,17.536363636363635,20.8,10.6,0.0,False,27.472727272727273,30.0,21.6,0.0,False
A1Z347075884,ZA,JNB,ZM,LUN,2022-09-15,2022-09-20,1243.34,KG,6.27,M3,4 TONNER,ROAD,5,5,0,1571,4,2022,9,37,Thursday,392.75,20.136363636363633,23.2,11.7,0.0,False,30.463636363636365,33.3,24.5,0.0,False
A1Z347075884,ZA,JNB,ZM,KIW,2022-09-15,2022-09-21,1703.44,KG,3.0495,M3,4 TONNER,ROAD,6,6,0,1930,5,2022,9,37,Thursday,386.0,20.136363636363633,23.2,11.7,0.0,False,30.69090909090909,33.9,23.5,0.0,False
A1Z347075889,ZA,JNB,CD,FBM,2022-09-15,2022-09-22,1977.81,KG,34.0,M3,12 TONNER,ROAD,7,7,0,2115,6,2022,9,37,Thursday,352.5,20.136363636363633,23.2,11.7,0.0,False,29.527272727272727,32.5,23.7,0.0,False
A1Z347075890,ZA,JNB,CD,FBM,2022-09-15,2022-09-22,3049.5,KG,12.863,M3,4 TONNER,ROAD,7,7,0,2115,6,2022,9,37,Thursday,352.5,20.136363636363633,23.2,11.7,0.0,False,29.527272727272727,32.5,23.7,0.0,False
A1Z347075896,ZA,JNB,ZW,HRE,2022-09-15,2022-09-19,252.52,KG,0.608,M3,1 TONNER,ROAD,4,4,0,1123,3,2022,9,37,Thursday,374.3333333333333,20.136363636363633,23.2,11.7,0.0,False,27.11818181818182,30.4,20.6,0.0,False
A1Z347075897,ZA,JNB,MZ,TET,2022-09-15,2022-09-20,523.23,KG,3.5815,M3,1 TONNER,ROAD,5,5,0,1501,4,2022,9,37,Thursday,375.25,20.136363636363633,23.2,11.7,0.0,False,35.86363636363637,40.1,28.7,0.0,False
A1Z347075906,ZA,JNB,TZ,DAR,2022-09-17,2022-09-27,2095.06,KG,2.0425,M3,4 TONNER,ROAD,10,10,0,3533,8,2022,9,37,Saturday,441.625,23.6,26.2,18.1,0.0,False,27.836363636363636,30.0,24.7,0.2,True
A1Z347075907,ZA,JNB,TZ,DAR,2022-09-16,2022-09-26,187.25,KG,0.7505,M3,1 TONNER,ROAD,10,10,0,3533,8,2022,9,37,Friday,441.625,24.16363636363636,26.4,19.2,0.0,False,28.05454545454546,30.1,25.3,0.3,True
A1Z347075908,ZA,JNB,CD,FBM,2022-09-16,2022-09-23,2058.68,KG,3.4485,M3,4 TONNER,ROAD,7,7,0,2115,6,2022,9,37,Friday,352.5,24.16363636363636,26.4,19.2,0.0,False,29.23636363636364,32.6,22.0,0.0,False
A1Z347075910,ZA,JNB,ZM,LUN,2022-09-17,2022-09-22,1988.06,KG,8.7495,M3,4 TONNER,ROAD,5,5,0,1571,4,2022,9,37,Saturday,392.75,23.6,26.2,18.1,0.0,False,28.981818181818184,31.8,22.7,0.0,False
A1Z347075911,ZA,JNB,ZM,KIW,2022-09-17,2022-09-23,7064.03,KG,23.306,M3,8 TONNER,ROAD,6,6,0,1930,5,2022,9,37,Saturday,386.0,23.6,26.2,18.1,0.0,False,29.76363636363636,32.7,21.9,0.0,False
A1Z347075977,ZA,JNB,MZ,TET,2022-09-17,2022-09-21,1202.68,KG,1.8525,M3,4 TONNER,ROAD,4,5,-1,1501,4,2022,9,37,Saturday,375.25,23.6,26.2,18.1,0.0,False,34.99999999999999,37.2,29.6,0.0,False
A1Z347075974,ZA,JNB,CD,FBM,2022-09-17,2022-09-24,19064.19,KG,17.2995,M3,20 TONNER,ROAD,7,7,0,2115,6,2022,9,37,Saturday,352.5,23.6,26.2,18.1,0.0,False,28.56363636363637,31.7,21.4,0.0,False
