iter	MAE
511	0.06568396113
512	0.06566922048
513	0.0656682864
514	0.06558970229
515	0.06558869005
516	0.06558864972
517	0.06551479923
518	0.0652797968
519	0.06527771628
520	0.06527691348
521	0.06527530721
522	0.06527516542
523	0.06527507033
524	0.06527505193
525	0.06527365691
526	0.06526926223
527	0.06522053084
528	0.06521939331
529	0.06521931175
530	0.0651102593
531	0.06510945048
532	0.06494786358
533	0.06494775875
534	0.06494151866
535	0.06494132732
536	0.06494129205
537	0.06494124146
538	0.06488398954
539	0.06487609315
540	0.06487565501
541	0.06470317694
542	0.064703142
543	0.06470296072
544	0.0646946924
545	0.06469464824
546	0.06469368825
547	0.06469294767
548	0.06453793179
549	0.06440210345
550	0.0644012531
551	0.06432300572
552	0.06425290815
553	0.06425271764
554	0.06417880869
555	0.06417874272
556	0.06417859615
557	0.06411216791
558	0.06411207864
559	0.06410489603
560	0.06410436491
561	0.06410435056
562	0.06410418998
563	0.06410418699
564	0.06410411191
565	0.06403456306
566	0.06402730699
567	0.06402728439
568	0.06402726183
569	0.0640271634
570	0.06402715986
571	0.06402713863
572	0.06402712173
573	0.06394997075
574	0.06394995556
575	0.06394972301
576	0.06394968596
577	0.06394616539
578	0.06394614756
579	0.06394491256
580	0.06394396523
581	0.06394058239
582	0.06394056106
583	0.06394045507
584	0.06394043157
585	0.06393680473
586	0.06393337886
587	0.06386194387
588	0.06385871821
589	0.06385871566
590	0.06379260919
591	0.06371554191
592	0.06364214428
593	0.06364001948
594	0.06363341757
595	0.06363331713
596	0.06354909707
597	0.06354868392
598	0.06344852607
599	0.06337148089
