iter	MAE
0	0.08012326133
1	0.08012325635
2	0.08012325162
3	0.07973803941
4	0.07973803515
5	0.07973803109
6	0.07973802724
7	0.07973802358
8	0.07973802011
9	0.07973801681
10	0.07973801411
11	0.07973801113
12	0.07958392523
13	0.07958392254
14	0.07958391998
15	0.07958391755
16	0.07927574944
17	0.07898298957
18	0.07898298748
19	0.0787012068
20	0.07850304486
21	0.07850304307
22	0.07850304149
23	0.07850303988
24	0.07843350767
25	0.07843350626
26	0.07820238119
27	0.07820238476
28	0.07820238308
29	0.07775168987
30	0.07775169339
31	0.0777516918
32	0.07775169485
33	0.07756692171
34	0.07756691969
35	0.07756691964
36	0.07756692293
37	0.07756692522
38	0.07756692697
39	0.07756692472
40	0.07756692767
41	0.07756692676
42	0.07739138969
43	0.07739139129
44	0.07722463249
45	0.07722463014
46	0.07722462884
47	0.07722462797
48	0.07722462917
49	0.07722115193
50	0.07706272831
51	0.0770627296
52	0.0770627311
53	0.07706272883
54	0.07675814103
55	0.07675814398
56	0.07661516728
57	0.07647610564
58	0.07647610801
59	0.07647610775
60	0.07647610562
61	0.07647610837
62	0.07634052353
63	0.07634052388
64	0.07619414281
65	0.07619414077
66	0.07619414014
67	0.07619414058
68	0.07619414306
69	0.07619414097
70	0.07619414326
71	0.07619084258
72	0.07619084511
73	0.07619084383
74	0.07611380222
75	0.07610609577
76	0.07609877611
77	0.07609877869
78	0.07602173656
79	0.0760217375
80	0.07595568424
81	0.07594872891
82	0.07594872772
83	0.07594872801
84	0.07594872907
85	0.0759487281
86	0.07552817399
87	0.07539606646
88	0.07538963527
89	0.07538963385
90	0.07526059799
91	0.075251802
92	0.07525180175
93	0.07525180156
94	0.07525180088
95	0.07525180262
96	0.07525180031
97	0.07525179971
98	0.07525179796
99	0.0752517998
100	0.07524641811
101	0.07506109162
102	0.07506109092
103	0.07474633225
104	0.07474633361
105	0.07474633333
106	0.0746142252
107	0.07461422666
108	0.0746142262
109	0.07461422788
110	0.07431520551
111	0.07431506504
112	0.0743150674
113	0.0743099549
114	0.07430995199
115	0.07430557109
116	0.07430556902
117	0.07430140527
118	0.07430140325
119	0.07430126906
120	0.07430126754
121	0.07429703827
122	0.07419193583
123	0.07418791697
124	0.07402846425
125	0.07402846634
126	0.07402846366
127	0.07402846125
128	0.07393361047
129	0.07393360999
130	0.07393361188
131	0.07393361009
132	0.07393360801
133	0.07393361047
134	0.07393361011
135	0.07360702051
136	0.07352128906
137	0.0734395368
138	0.07343953636
139	0.07343953805
140	0.07343953637
141	0.07338573967
142	0.07325674675
143	0.07295802519
144	0.0728810797
145	0.07288108072
146	0.07283253117
147	0.07282949275
148	0.07282949463
149	0.07282655655
150	0.07270732868
151	0.07259411944
152	0.07232368397
153	0.07218077059
154	0.07218077177
155	0.07218062504
156	0.07211158678
157	0.07204600531
158	0.07193763332
159	0.07187581621
160	0.07181902661
161	0.07181843591
162	0.07176448332
163	0.07166170516
164	0.07160733553
165	0.07160466412
166	0.0715540472
167	0.07155404023
168	0.07155368202
169	0.07155368301
170	0.07150729783
171	0.07150563681
172	0.07150563421
173	0.07146142066
174	0.07146141899
175	0.07139189099
176	0.07134988421
177	0.07134409341
178	0.07134223208
179	0.07129610711
180	0.07125618777
181	0.07125594377
182	0.07125571565
183	0.07125284689
184	0.07125140439
185	0.0712500359
186	0.0712474323
187	0.07124721011
188	0.07100094038
189	0.07100073521
190	0.07100064102
191	0.07100063843
192	0.07100063538
193	0.07100063454
194	0.07100063009
195	0.07096463963
196	0.07096463555
197	0.07096167842
198	0.07092748559
199	0.07089500088
200	0.07089499788
201	0.07089499453
202	0.0708289429
203	0.07082893826
204	0.07082893826
205	0.07082893608
206	0.07075189264
207	0.07075189324
208	0.07074915897
209	0.07074915922
210	0.07074915956
211	0.07074656546
212	0.07074520422
213	0.07074374635
214	0.07074252302
215	0.0707425219
216	0.07071158892
217	0.0706824331
218	0.0706813433
219	0.07068111255
220	0.07068097944
221	0.07068098028
222	0.0706761995
223	0.07062080362
224	0.07061977491
225	0.07059345922
226	0.0703947286
227	0.07036972863
228	0.07036918208
229	0.07036917814
230	0.07035453911
231	0.07034157313
232	0.07032925701
233	0.07031755697
234	0.0703064422
235	0.07030592589
236	0.07028187603
237	0.07028187423
238	0.07028186913
239	0.07021911964
240	0.07015859401
241	0.0701585945
242	0.0701585971
243	0.07013564281
244	0.07011420701
245	0.07009384476
246	0.07007450083
247	0.07005600845
248	0.07005576366
249	0.0700383088
250	0.07002149275
251	0.06996456651
252	0.06996453686
253	0.06977967494
254	0.06972587293
255	0.06972584239
256	0.06972563739
257	0.06972558187
258	0.0697252294
259	0.06972462902
260	0.06953585422
261	0.06953499964
262	0.06953495121
263	0.06953443354
264	0.06951858001
265	0.06950330857
266	0.06948886902
267	0.06947533328
268	0.06947472425
269	0.06947424358
270	0.06947378651
271	0.06946068374
272	0.06932071278
273	0.06932028039
274	0.06932015081
275	0.06931991505
276	0.06931595416
277	0.06931535882
278	0.06926954244
279	0.06926954517
280	0.06926897945
281	0.06926882237
282	0.06926782293
283	0.06912250311
284	0.0691105815
285	0.06910944794
286	0.0691087838
287	0.06910876256
288	0.06909944624
289	0.06909881906
290	0.06909862438
291	0.06909787155
292	0.06909670012
293	0.06909605349
294	0.06909156794
295	0.06909099879
296	0.06909095806
297	0.06909077561
298	0.06909050145
299	0.06909043714
300	0.06908993804
301	0.06908991812
302	0.06908954842
303	0.06908896615
304	0.06896270703
305	0.06895868945
306	0.06895856267
307	0.06895830921
308	0.06895807997
309	0.0689540842
310	0.06882806541
311	0.06882784302
312	0.0688276208
313	0.06882724715
314	0.06882698202
315	0.06882639726
316	0.06882639787
317	0.06867212511
318	0.06863150816
319	0.06863125321
320	0.06863124969
321	0.06845303197
322	0.06845268198
323	0.06845242711
324	0.06845215824
325	0.0684519953
326	0.06845195497
327	0.06845152194
328	0.06845139467
329	0.06844738127
330	0.06844729304
331	0.06844660775
332	0.06844041854
333	0.06843982527
334	0.06843895223
335	0.06843894514
336	0.0684384373
337	0.06843811259
338	0.06843767399
339	0.06843186444
340	0.06843139679
341	0.06841550827
342	0.0684153074
343	0.06841296021
344	0.06841267923
345	0.06840691383
346	0.06835796172
347	0.06833767477
348	0.06829223107
349	0.06829200516
350	0.06828900933
351	0.06828890771
352	0.06824358061
353	0.06824342126
354	0.06800253154
355	0.06795885979
356	0.06795776977
357	0.06795762939
358	0.06795405745
359	0.06794555851
360	0.06794248367
361	0.06794248518
362	0.0679421528
363	0.06794107485
364	0.06794099736
365	0.06776383719
366	0.0677636663
367	0.06774830841
368	0.06774791031
369	0.0677457317
370	0.06770592877
371	0.06762284105
372	0.06762279551
373	0.06762244675
374	0.06762237071
375	0.06762205521
376	0.06762198329
377	0.06762181972
378	0.06762174432
379	0.06761967362
380	0.06761933538
381	0.06761797411
382	0.06753726049
383	0.06753032862
384	0.06753001589
385	0.06735395005
386	0.06727278987
387	0.06727269137
388	0.06724369699
389	0.06723989867
390	0.06723989352
391	0.06722952823
392	0.06722785843
393	0.06722761885
394	0.06722731002
395	0.06722695143
396	0.06722680323
397	0.06722642713
398	0.06722641673
399	0.06720834228
400	0.06696575807
401	0.06696315304
402	0.06695648446
403	0.06692102896
404	0.06692073139
405	0.06691960739
406	0.06691833779
407	0.06691231185
408	0.06691200682
409	0.06691152386
410	0.06689601229
411	0.0668945082
412	0.06689280434
413	0.06687713457
414	0.06687709988
415	0.06687644836
416	0.06684859754
417	0.0668480156
418	0.06674312976
419	0.06674129041
420	0.06674084099
421	0.06674044768
422	0.06673977226
423	0.0667352673
424	0.06673438429
425	0.06673422886
426	0.0667341417
427	0.06672781091
428	0.0666640849
429	0.06666404838
430	0.06666402403
431	0.06666177413
432	0.06666166523
433	0.06658688046
434	0.06658687055
435	0.06658612073
436	0.06658605987
437	0.06658604741
438	0.06658538482
439	0.06658401355
440	0.066583407
441	0.06658289531
442	0.06658288692
443	0.06658271597
444	0.06658263102
445	0.06658250934
446	0.06649542134
447	0.06649536109
448	0.06641330351
449	0.06641313775
450	0.06641308781
451	0.06641266858
452	0.06641246962
453	0.06641245645
454	0.06640848874
455	0.06640842543
456	0.06640774014
457	0.06640756737
458	0.06640732602
459	0.06640726091
460	0.06632988516
461	0.06632254016
462	0.0663118414
463	0.0663053485
464	0.06630506897
465	0.06630498429
466	0.06630457068
467	0.06630347633
468	0.06630323694
469	0.06630309524
470	0.06630277671
471	0.06630202163
472	0.06627569806
473	0.06625150653
474	0.0662510991
475	0.06613104313
476	0.06613100115
477	0.0661280043
478	0.0661244796
479	0.06612351787
480	0.0661227289
481	0.06604357665
482	0.06604337552
483	0.06604058065
484	0.06604045004
485	0.06604038654
486	0.06603931107
487	0.0660375566
488	0.06603751786
489	0.0660375164
490	0.06603740432
491	0.06581877959
492	0.06581875628
493	0.0658166279
494	0.06581657578
495	0.06581199165
496	0.06581183411
497	0.06576073213
498	0.06576068804
499	0.06576052451
500	0.06575945097
501	0.06575910643
502	0.065758572
503	0.06575823824
504	0.06575817462
505	0.06575813717
506	0.06575811848
507	0.06575808881
508	0.06568731957
509	0.06568432149
510	0.06568411756
